序号,大类,分类,小类,意思,词类,单词,重复,有道音,解释,参考,例句,英文释义,关键字,有道义
6K+,状态,静态,静态,静止,a.,moribund,,en ['mɒrɪbʌnd] us ['mɔrɪbʌnd],（人）垂死的；（物）行将灭亡的；缺乏活力的,,the moribund commercial property market凋敝的商用房地产交易市场 ,(noun) A person who is near to dying. | (adjective) Approaching death; about to die; dying; expiring.,,"adj. 垂死的；停滞不前的
n. 垂死的人"
14199,状态,静态,静态,静止,a.,sedentary,,en ['sed(ə)nt(ə)rɪ] us ['sɛdntɛri],久坐的,,a sedentary job/occupation/lifestyle常久坐的工作╱职业╱生活方式,(noun) A sedentary person | (adjective) Not moving; relatively still; staying in the vicinity.,,adj. 久坐的；坐惯的；定栖的；静坐的
15555,状态,静态,静态,懒散,a.,flattened,,en ['flætnd] us [ 'flætnd ],没精打采的；垂头丧气的,,,(verb) To make something flat or flatter. | (adjective) Made flat by something.,,"adj. 没精打采的；垂头丧气的
v. 平整；打倒（flatten的过去分词）"
31692,状态,静态,静态,懒散,a.,lackadaisical,,"en [,lækə'deɪzɪk(ə)l] us [,lækə'dezɪkl]",无精打采的；不决断的；不热心的,adv.,a lackadaisical defence left Spurs adrift in the second half.松懈的防御使托特汉姆热刺队在下半场只能随波逐流,"(adjective) Showing no interest, vigor, determination, or enthusiasm.",,adj. 懒洋洋的；无精打采的；伤感的
15176,状态,静态,静态,懒散,a.,laid-back,,en ['leidbæk] us [ 'leidbæk ],懒散的；悠闲的,,a laid-back attitude to life 悠然自得的生活态度,(adjective) Relaxed and easy-going; an absence of stress or worry,,adj. 懒散的；悠闲的；闲散的
19700,状态,静态,静态,懒散,a.,languid,,en ['læŋgwɪd] us [ 'læŋɡwid ],没精打采的；懒散的, lethargic; unergetic,a languid mood倦怠的状态；languid breezes许许微风；a languid wave of the hand无精打采的挥手；his languid demeanour irritated her.他无精打采的样子激怒了她。,"(adjective) Lacking enthusiasm, energy, or strength; drooping or flagging from weakness, fatigue, or lack of energy",,adj. 倦怠的；呆滞的；无精打采的；（人举止、姿势）无力的；（因疾病、劳累）虚弱的；（场合、时段）闲适安逸的；不活跃的；懒洋洋的；慢悠悠的，慵懒的
34613,状态,静态,静态,懒散,n.,languor,,en ['læŋgə] us [ 'læŋɡə ],无精打采,指由奢华或淫乐的生活造成的好逸恶劳的人缺乏精力或精神： ,A delicious languor was stealing over him. 一种美滋滋懒洋洋的感觉悄悄传遍他的全身。a languorous pace of life慢悠悠的生活节奏,(noun) A state of the body or mind caused by exhaustion or disease and characterized by a languid or weary feeling; lassitude; an instance of this.,,"n. 疲倦；无精打采；柔情；呆滞
vi. 变得衰弱无力"
34613,状态,静态,静态,懒散,n.,languor,,en ['læŋgə] us [ 'læŋɡə ],安逸闲适；沉闷压抑；停滞迟缓,languorous,A delicious languor was stealing over him. 一种美滋滋懒洋洋的感觉悄悄传遍他的全身。a languorous pace of life慢悠悠的生活节奏,(noun) A state of the body or mind caused by exhaustion or disease and characterized by a languid or weary feeling; lassitude; an instance of this.,,"n. 疲倦；无精打采；柔情；呆滞
vi. 变得衰弱无力"
31623,状态,静态,静态,懒散,n.,lassitude,,en ['læsɪtjuːd] us ['læsə'tʊd],无精打采,意指诸如可能因肉体或精神过度紧张等原因而引起的疲倦或精力的减弱,periods of lassitude and inactivity.阶段性的乏力懒怠,(noun) Lethargy or lack of energy; fatigue.,,n. 疲乏；懒散；厌倦
22018,状态,静态,静态,懒散,a.,lethargic,,"en [lɪ'θɑːdʒɪk] us [ le'θɑ:dʒik, li'θ- ]",无精打采的，懒洋洋的,,He felt too miserable and lethargic to get dressed.他心情低落，无精打采，完全没有心思穿衣整装。,"(adjective) Sluggish, slow",,adj. 无精打采的，懒洋洋的；昏睡的
22477,状态,静态,静态,懒散,n.,lethargy,,en ['leθədʒɪ] us ['lɛθɚdʒi],无精打采,意指无精打采及没有活力的状态，可能因诸如疾病、疲劳或过度劳作等方面的因素引起，但是该词表明自己是令人昏昏欲睡的单调乏味与呆滞： ,,"(noun) A condition characterized by extreme fatigue or drowsiness, or prolonged sleep patterns.",,n. 无精打采，死气沉沉；昏睡，嗜眠（症）
41678,状态,静态,静态,懒散,a.,poky,,en ['pəʊkɪ] us ['poki],无精打采的；迟缓的；衣衫破旧的；狭窄拥挤的,,"a lazy, poky person一个懒惰、动作迟缓的人；always wearing those poky old clothes总是穿着那几件又旧又破的衣服；a poky apartment狭隘拥挤的寓所",(noun) A gambling device based on the card game poker.,,adj. 狭小的，不舒适的；衣服破旧的；无生气的
10359,状态,静态,静态,懒散,a.,sluggish,,en ['slʌgɪʃ] us ['slʌɡɪʃ],缓慢的；懒散的；反应慢的；萧条的,,a sluggish disposition生性懒惰,(adjective) Habitually idle and lazy; slothful; dull; inactive,,"adj. 萧条的；迟钝的；行动迟缓的；懒惰的
n. 市况呆滞；市势疲弱"
20995,状态,静态,静态,懒散,n.,stupor,,en ['stjuːpə] us ['stupɚ],无精打采,常以精神活动或感觉的中止或急剧减弱为标志，常因困倦、疾病或酒精或麻醉品的作用而产生；它表示麻木或,He fell back onto the sofa in a drunken stupor...他烂醉如泥，瘫倒在沙发上。He was drinking himself into a stupor every night.他每晚都喝得不省人事。,(noun) A state of reduced consciousness or sensibility. | (verb) To place into a stupor; to stupefy.,,n. 昏迷，恍惚；麻木
36427,状态,静态,静态,懒散,a.,torpid,,en ['tɔːpɪd] us ['tɔrpɪd],迟钝的；蛰伏的；冬眠的；无精打采的,精神或身体的不活跃，尤因懒惰或困倦,,"(noun) (Oxford University slang) An inferior racing boat, or one who rows in such a boat. | (adjective) Unmoving",,adj. 迟钝的，迟缓的；不活泼的；麻痹的；[生物] 蛰伏的
6K+,状态,静态,静态,懒散,n.,torpidity,,en [tɔ:piditi] us [ tɔ:piditi ],无精打采,,,{Merriam-Webster} (adjective) sluggish in functioning or acting; having lost motion or the power of exertion or feeling : numb,,n. 不活泼；麻木；麻痹；无感觉
30515,状态,静态,静态,懒散,n.,torpor,,en ['tɔːpə] us ['tɔrpɚ],无精打采,,The sick person gradually falls into a torpor.病人逐渐变得萎靡。The sick person gradually falls into a torpor.病人逐渐变得萎靡。,(noun) A state of being inactive or stuporous.,,n. 不活泼；麻木；懒散，迟缓
27287,状态,静态,静态,平静,adv.,blandly,,en ['blændli] us [ 'blændli ],平淡地；平静地,placidly,"The nurse smiled blandly. 护士淡淡地笑了。"" Yes,'said Hurstwood, lying blandly. “ 吃过了, ""赫斯渥说, 信口撒了谎.",(adverb) In a bland manner.,,adv. 温和地；殷勤地；温柔地
22334,状态,静态,静态,平静,a.,dispassionate,,en [dɪs'pæʃ(ə)nət] us [dɪs'pæʃənət],不动情感的，平心静气的；公正的，不带偏见的,,,"(adjective) Not showing, and not affected by, emotion, bias, or prejudice",,adj. 不带感情的；平心静气的；公平的
6K+,状态,静态,静态,平静,phr.,hold one's horse,,,慢着,,,"Usually 'hold your horses'; a call to wait, slow down, or be patient.",,忍耐；控制自己的热情
6K+,状态,静态,静态,平静,phr.,in stride,,,从容地；泰然自若地,,,{Merriam-Webster} (phrase) without interference with regular activities; without emotional reaction,,"泰然自若地
从容地"
6327,状态,静态,静态,平静,n.,poise,,en [pɒɪz] us [pɔɪz],姿势；平衡；镇静,,"You have to keep your poise in those situations.在这样的情况下，你必须保持镇静。She needed extraordinary courage to hold this poise.她需要非凡的勇气来保持这种平衡。When you disagree, do so with poise and objectivity.表达自己的不同观点时要镇定和客观。","(noun) A state of balance, equilibrium or stability. | (verb) To hang in equilibrium; to be balanced or suspended; hence, to be in suspense or doubt.",,"n. 平衡；姿势；镇静
vt. 使平衡；保持...姿势
vi. 平衡；准备好；悬着
n. (Poise)人名；(法)普瓦斯"
28885,状态,静态,静态,平静,a.,poised,,en [pɒɪzd] us [pɔɪzd],泰然自若的；保持平衡的,,stood poised for the jump.起跳时的站得平稳；be poised on the brink of disaster濒于灾难；be poised to随时准备着(做),"(verb) To hang in equilibrium; to be balanced or suspended; hence, to be in suspense or doubt. | (adjective) Possessing poise, having self-confidence.",,adj. 泰然自若的，镇定的；平衡的，均衡的；摆好姿势不动的，静止的
26280,状态,静态,静态,睡眠,a.,bleary-eyed,,"en ['bliəri,aid] us [ 'bliəri,aid ]",睡眼惺忪的,,,"{Merriam-Webster} (adjective) having the eyes dimmed and watery (as from fatigue, drink, or emotion)",,adj. 近视的；睡眼惺忪的；目光短浅的
20144,状态,静态,静态,睡眠,a.,comatose,3,en ['kəʊmətəʊs; -z] us ['komətos],昏迷的,,,(adjective) In a coma: unconscious.,,adj. 昏迷的；昏睡状态的；麻木的；怠惰的
15909,状态,静态,静态,睡眠,n.,hypnosis,,en [hɪp'nəʊsɪs] us [hɪp'nosɪs],催眠；催眠术；催眠状态,,,"(noun) A trancelike state, artificially induced, in which a person has a heightened suggestibility, and in which suppressed memories may be experienced.",,n. 催眠；催眠状态
15438,状态,静态,静态,睡眠,a.,hypnotic,,en [hɪpˈnɒtɪk] us [hɪpˈnɑtɪk],（受）催眠的；蛊惑人的；迷人的,,her voice had a hypnotic quality. 她的嗓音有种迷人的特质 ,"(noun) A person who is, or can be, hypnotized. | (adjective) Of, or relating to hypnosis or hypnotism.",,"adj. 催眠的，催眠术的；易于催眠的
n. 安眠药；催眠状态的人"
26894,状态,静态,静态,睡眠,n.,insomniac,,en [ɪn'sɒmnɪæk] us [ in'sɔmniæk ],失眠症患者,,,(noun) One who suffers an inability or difficulty sleeping; a sufferer from insomnia. | (adjective) Suffering from or pertaining to insomnia.,,n. 失眠症患者
8588,状态,静态,静态,睡眠,a.,narcotic,z,en [nɑ:ˈkɒtɪk] us [nɑrˈkɑˈkɒtɪk],麻醉的；致幻的；催眠的,,a narcotic lecture [sermon] 乏味而使人欲睡的演讲[传道 ,"(noun) Any substance or drug that reduces pain, induces sleep and may alter mood or behaviour; in some contexts, especially in reference to the opiates-and-opioids class, especially in reference to illegal drugs, and often both. | (adjective) Of, or relating to narcotics.",,"n. 致幻毒品；麻醉药，镇静剂；起麻醉作用的事物
adj. 致幻的；麻醉的，有麻醉作用的；麻醉剂引起的；催眠的；（有关）毒品的"
26056,状态,静态,静态,睡眠,n.,siesta,,en [sɪ'estə] us [sɪ'ɛstə],午睡；午休,,,"(noun) A nap, especially an afternoon one taken after lunch in some cultures. | (verb) To take a siesta; to nap.",,"n. （西）午睡；午休
vi. 午睡；午休"
37227,状态,静态,静态,睡眠,a.,somnolent,,en ['sɒmnəl(ə)nt] us ['sɑmnələnt],瞌睡的；困的；昏昏欲睡的,dozy； hypnotic； sedative；soporific,a pleasantly somnolent effect宜人的催眠效果；a somnolent summer day一个令人昏昏欲睡的夏日,(adjective) Drowsy or sleepy.,,adj. 催眠的，想睡的
39002,状态,静态,静态,睡眠,a.,soporific,z,"en [,sɒpə'rɪfɪk] us [,sɑpə'rɪfɪk]",催眠的,soporiferous,,"(noun) Something inducing sleep, especially a drug. | (adjective) (pharmaceutical effect) Tending to induce sleep.",,"adj. 催眠的，使人昏昏欲睡的；困倦的，昏昏欲睡的；枯燥的，单调乏味的
n. 催（安）眠药；使人昏睡的东西"
14122,状态,状态,状态,1,a.,parting,,en ['pɑːtɪŋ] us ['pɑrtɪŋ],临别的；分离的；临终的,,,(verb) To leave the company of. | (noun) The act of parting or dividing; the state of being parted; division; separation.,,"n. 分手；分离；分界点
adj. 离别的；分开的；逝去的
v. 分开；断裂；离去（part的ing形式）
n. (Parting)人名；(德、瑞典)帕尔廷"
15614,状态,状态,状态,单独,n.,celibacy,,en ['selɪbəsɪ] us ['sɛləbəsi],独身,celibate; bachelorhood,,(noun) Abstaining from marriage; the state of being unmarried.,,n. 独身
6K+,状态,状态,状态,单独,a.,singlehanded,,"en [,siŋgəl'hændid]",单手的；独力的,,,(adjective) Without help from others; unassisted. | (adverb) In a single-handed manner.,,adj. 单手的；单独的
4715,状态,状态,状态,单独,adv.,solely,,en ['səʊllɪ] us ['solli],单独地；仅仅,"individually, independently",,(adverb) Alone; exclusively.,,adv. 单独地；仅仅
17307,状态,状态,状态,活动,a.,equestrian,,en [ɪ'kwestrɪən; e-] us [ɪ'kwɛstrɪən],骑马的；马的,,,(noun) An equestrian person; a horserider. | (adjective) Of horseback riding or horseback riders.,,"adj. 马的；骑马的；骑术的
n. 骑手；骑马者"
5731,宗教,宗教,宗教,1,n.,altar,,en ['ɔːltə; 'ɒl-] us ['ɔltɚ],祭坛；圣坛,,,(noun) A table or similar flat-topped structure used for religious rites.,,n. 祭坛；圣坛；圣餐台
14660,宗教,宗教,宗教,1,n.,apostle,,en [ə'pɒs(ə)l] us [ə'pɑsl],信徒，使徒；最初的传道者,,,"(noun) A missionary, or leader of a religious mission, especially one in the early Christian Church (but see Apostle).",,"n. 信徒，使徒；最初的传道者
n. (Apostle)人名；(英)阿波斯尔"
25431,宗教,宗教,宗教,1,n.,apotheosis,,"en [ə,pɒθɪ'əʊsɪs] us [ə,pɑθɪ'osɪs]",神化；崇拜，颂扬；（事业或人生的）巅峰，顶峰,,heir leader was the apotheosis of courage. 他们的领导人是勇敢的典范.That night was Richard's apotheosis. 是夜，理查德登上了人生的顶峰。,(noun) The fact or action of becoming or making into a god; deification.,,n. 神化；崇拜，颂扬；尊奉为神
22794,宗教,宗教,宗教,1,n.,astrology,,en [ə'strɒlədʒɪ] us [ə'strɑlədʒi],占星术,,,(noun) Divination about human affairs or natural phenomena from the relative positions of celestial bodies.,,n. 占星术；占星学；星座
8961,宗教,宗教,宗教,1,n.,buddhist,,en ['budist] us [ 'budist ],佛教的,,,"{Merriam-Webster} (noun) a religion of eastern and central Asia growing out of the teaching of Siddhārtha Gautama that suffering is inherent in life and that one can be liberated from it by cultivating wisdom, virtue, and concentration",,"n. 佛教徒
adj. 佛教的"
8683,宗教,宗教,宗教,1,n.,canon,,en ['kænən] us ['kænən],教规；准测,,,(noun) A generally accepted principle; a rule.,,n. 标准；教规；正典圣经；教士
9999,宗教,宗教,宗教,1,n.,chaplain,,en ['tʃæplɪn] us ['tʃæplɪn],牧师；专职教士,,,"(noun) A member of a religious body (often, but not always, of the clergy) officially assigned to give pastoral care at an institution, group, private chapel, etc.",,"n. 牧师；专职教士
n. (Chaplain)人名；(法)沙普兰"
